,dateRep,day,month,year,cases,deaths,country,continent
15732,2021-07-24,24,7,2021,43.0,1.0,Latvia,Europe
5125,2021-07-24,24,7,2021,127.0,0.0,Czechia,Europe
7059,2021-07-24,24,7,2021,91.0,0.0,Estonia,Europe
10061,2021-07-24,24,7,2021,1594.0,10.0,Germany,Europe
16701,2021-07-24,24,7,2021,0.0,,Liechtenstein,Europe
20580,2021-07-24,24,7,2021,5259.0,4.0,Netherlands,Europe
12955,2021-07-25,25,7,2021,71.0,0.0,Iceland,Europe
26307,2021-07-25,25,7,2021,21.0,1.0,Slovenia,Europe
16700,2021-07-25,25,7,2021,1.0,0.0,Liechtenstein,Europe
27175,2021-07-25,25,7,2021,17928.0,62.0,Spain,Europe
2395,2021-07-25,25,7,2021,57.0,0.0,Bulgaria,Europe
17648,2021-07-25,25,7,2021,118.0,0.0,Lithuania,Europe
11051,2021-07-25,25,7,2021,1553.0,0.0,Greece,Europe
25344,2021-07-25,25,7,2021,19.0,0.0,Slovakia,Europe
12025,2021-07-25,25,7,2021,0.0,0.0,Hungary,Europe
14756,2021-07-25,25,7,2021,4742.0,7.0,Italy,Europe
24398,2021-07-25,25,7,2021,109.0,1.0,Romania,Europe
9054,2021-07-25,25,7,2021,15242.0,6.0,France,Europe
10060,2021-07-25,25,7,2021,638.0,1.0,Germany,Europe
28191,2021-07-25,25,7,2021,2.0,0.0,Sweden,Europe
15731,2021-07-25,25,7,2021,56.0,0.0,Latvia,Europe
20579,2021-07-25,25,7,2021,4607.0,4.0,Netherlands,Europe
455,2021-07-25,25,7,2021,316.0,3.0,Austria,Europe
6086,2021-07-25,25,7,2021,644.0,2.0,Denmark,Europe
21549,2021-07-25,25,7,2021,199.0,0.0,Norway,Europe
23457,2021-07-25,25,7,2021,1710.0,11.0,Portugal,Europe
7058,2021-07-25,25,7,2021,66.0,0.0,Estonia,Europe
19619,2021-07-25,25,7,2021,127.0,0.0,Malta,Europe
4163,2021-07-25,25,7,2021,727.0,2.0,Cyprus,Europe
8026,2021-07-25,25,7,2021,350.0,1.0,Finland,Europe
1427,2021-07-25,25,7,2021,784.0,2.0,Belgium,Europe
18644,2021-07-25,25,7,2021,4.0,1.0,Luxembourg,Europe
13788,2021-07-25,25,7,2021,1126.0,0.0,Ireland,Europe
5124,2021-07-25,25,7,2021,82.0,0.0,Czechia,Europe
22530,2021-07-25,25,7,2021,80.0,1.0,Poland,Europe
3357,2021-07-25,25,7,2021,125.0,0.0,Croatia,Europe
24397,2021-07-26,26,7,2021,84.0,2.0,Romania,Europe
20578,2021-07-26,26,7,2021,3834.0,1.0,Netherlands,Europe
9053,2021-07-26,26,7,2021,5307.0,45.0,France,Europe
10059,2021-07-26,26,7,2021,1663.0,5.0,Germany,Europe
25343,2021-07-26,26,7,2021,74.0,0.0,Slovakia,Europe
454,2021-07-26,26,7,2021,365.0,2.0,Austria,Europe
4162,2021-07-26,26,7,2021,851.0,2.0,Cyprus,Europe
7057,2021-07-26,26,7,2021,192.0,0.0,Estonia,Europe
26306,2021-07-26,26,7,2021,106.0,0.0,Slovenia,Europe
13787,2021-07-26,26,7,2021,1276.0,0.0,Ireland,Europe
1426,2021-07-26,26,7,2021,2112.0,1.0,Belgium,Europe
22529,2021-07-26,26,7,2021,74.0,0.0,Poland,Europe
17647,2021-07-26,26,7,2021,212.0,1.0,Lithuania,Europe
14755,2021-07-26,26,7,2021,3115.0,22.0,Italy,Europe
21548,2021-07-26,26,7,2021,315.0,0.0,Norway,Europe
6085,2021-07-26,26,7,2021,772.0,2.0,Denmark,Europe
16699,2021-07-26,26,7,2021,4.0,0.0,Liechtenstein,Europe
23456,2021-07-26,26,7,2021,2920.0,5.0,Portugal,Europe
28190,2021-07-26,26,7,2021,839.0,0.0,Sweden,Europe
5123,2021-07-26,26,7,2021,202.0,0.0,Czechia,Europe
18643,2021-07-26,26,7,2021,88.0,0.0,Luxembourg,Europe
15730,2021-07-26,26,7,2021,23.0,0.0,Latvia,Europe
3356,2021-07-26,26,7,2021,27.0,2.0,Croatia,Europe
27174,2021-07-26,26,7,2021,26466.0,63.0,Spain,Europe
19618,2021-07-26,26,7,2021,94.0,0.0,Malta,Europe
12954,2021-07-26,26,7,2021,124.0,0.0,Iceland,Europe
12024,2021-07-26,26,7,2021,161.0,0.0,Hungary,Europe
2394,2021-07-26,26,7,2021,193.0,1.0,Bulgaria,Europe
8025,2021-07-26,26,7,2021,771.0,2.0,Finland,Europe
11050,2021-07-26,26,7,2021,2056.0,0.0,Greece,Europe
20577,2021-07-27,27,7,2021,3979.0,3.0,Netherlands,Europe
25342,2021-07-27,27,7,2021,100.0,0.0,Slovakia,Europe
13786,2021-07-27,27,7,2021,1114.0,0.0,Ireland,Europe
19617,2021-07-27,27,7,2021,142.0,0.0,Malta,Europe
26305,2021-07-27,27,7,2021,85.0,0.0,Slovenia,Europe
22528,2021-07-27,27,7,2021,107.0,7.0,Poland,Europe
10058,2021-07-27,27,7,2021,3098.0,7.0,Germany,Europe
11049,2021-07-27,27,7,2021,4170.0,0.0,Greece,Europe
16698,2021-07-27,27,7,2021,3.0,0.0,Liechtenstein,Europe
453,2021-07-27,27,7,2021,547.0,1.0,Austria,Europe
24396,2021-07-27,27,7,2021,175.0,3.0,Romania,Europe
5122,2021-07-27,27,7,2021,257.0,0.0,Czechia,Europe
1425,2021-07-27,27,7,2021,1600.0,4.0,Belgium,Europe
21547,2021-07-27,27,7,2021,349.0,0.0,Norway,Europe
9052,2021-07-27,27,7,2021,26871.0,28.0,France,Europe
15729,2021-07-27,27,7,2021,68.0,2.0,Latvia,Europe
7056,2021-07-27,27,7,2021,171.0,0.0,Estonia,Europe
2393,2021-07-27,27,7,2021,200.0,5.0,Bulgaria,Europe
6084,2021-07-27,27,7,2021,559.0,0.0,Denmark,Europe
28189,2021-07-27,27,7,2021,654.0,0.0,Sweden,Europe
23455,2021-07-27,27,7,2021,3655.0,14.0,Portugal,Europe
12953,2021-07-27,27,7,2021,117.0,0.0,Iceland,Europe
14754,2021-07-27,27,7,2021,4516.0,24.0,Italy,Europe
3355,2021-07-27,27,7,2021,193.0,0.0,Croatia,Europe
8024,2021-07-27,27,7,2021,725.0,1.0,Finland,Europe
4161,2021-07-27,27,7,2021,791.0,6.0,Cyprus,Europe
27173,2021-07-27,27,7,2021,27375.0,80.0,Spain,Europe
12023,2021-07-27,27,7,2021,26.0,1.0,Hungary,Europe
17646,2021-07-27,27,7,2021,348.0,0.0,Lithuania,Europe
18642,2021-07-27,27,7,2021,107.0,0.0,Luxembourg,Europe
21546,2021-07-28,28,7,2021,422.0,0.0,Norway,Europe
28188,2021-07-28,28,7,2021,656.0,1.0,Sweden,Europe
12022,2021-07-28,28,7,2021,74.0,4.0,Hungary,Europe
19616,2021-07-28,28,7,2021,91.0,2.0,Malta,Europe
5121,2021-07-28,28,7,2021,202.0,0.0,Czechia,Europe
12952,2021-07-28,28,7,2021,131.0,0.0,Iceland,Europe
1424,2021-07-28,28,7,2021,1752.0,1.0,Belgium,Europe
26304,2021-07-28,28,7,2021,99.0,0.0,Slovenia,Europe
2392,2021-07-28,28,7,2021,216.0,4.0,Bulgaria,Europe
7055,2021-07-28,28,7,2021,222.0,1.0,Estonia,Europe
8023,2021-07-28,28,7,2021,811.0,1.0,Finland,Europe
25341,2021-07-28,28,7,2021,70.0,2.0,Slovakia,Europe
6083,2021-07-28,28,7,2021,1284.0,1.0,Denmark,Europe
14753,2021-07-28,28,7,2021,5693.0,15.0,Italy,Europe
17645,2021-07-28,28,7,2021,420.0,1.0,Lithuania,Europe
3354,2021-07-28,28,7,2021,198.0,2.0,Croatia,Europe
20576,2021-07-28,28,7,2021,3444.0,8.0,Netherlands,Europe
24395,2021-07-28,28,7,2021,159.0,1.0,Romania,Europe
10057,2021-07-28,28,7,2021,2846.0,20.0,Germany,Europe
13785,2021-07-28,28,7,2021,1301.0,9.0,Ireland,Europe
15728,2021-07-28,28,7,2021,78.0,2.0,Latvia,Europe
18641,2021-07-28,28,7,2021,70.0,0.0,Luxembourg,Europe
23454,2021-07-28,28,7,2021,3170.0,9.0,Portugal,Europe
16697,2021-07-28,28,7,2021,2.0,0.0,Liechtenstein,Europe
9051,2021-07-28,28,7,2021,27934.0,44.0,France,Europe
27172,2021-07-28,28,7,2021,23540.0,74.0,Spain,Europe
452,2021-07-28,28,7,2021,506.0,0.0,Austria,Europe
22527,2021-07-28,28,7,2021,138.0,3.0,Poland,Europe
11048,2021-07-28,28,7,2021,2870.0,0.0,Greece,Europe
4160,2021-07-28,28,7,2021,769.0,3.0,Cyprus,Europe
6082,2021-07-29,29,7,2021,848.0,1.0,Denmark,Europe
3353,2021-07-29,29,7,2021,188.0,1.0,Croatia,Europe
27171,2021-07-29,29,7,2021,20915.0,74.0,Spain,Europe
19615,2021-07-29,29,7,2021,95.0,0.0,Malta,Europe
7054,2021-07-29,29,7,2021,179.0,0.0,Estonia,Europe
15727,2021-07-29,29,7,2021,67.0,0.0,Latvia,Europe
28187,2021-07-29,29,7,2021,621.0,2.0,Sweden,Europe
21545,2021-07-29,29,7,2021,346.0,0.0,Norway,Europe
13784,2021-07-29,29,7,2021,1361.0,0.0,Ireland,Europe
4159,2021-07-29,29,7,2021,655.0,4.0,Cyprus,Europe
23453,2021-07-29,29,7,2021,2872.0,14.0,Portugal,Europe
26303,2021-07-29,29,7,2021,117.0,0.0,Slovenia,Europe
22526,2021-07-29,29,7,2021,165.0,5.0,Poland,Europe
5120,2021-07-29,29,7,2021,208.0,0.0,Czechia,Europe
8022,2021-07-29,29,7,2021,772.0,4.0,Finland,Europe
1423,2021-07-29,29,7,2021,1782.0,6.0,Belgium,Europe
12021,2021-07-29,29,7,2021,65.0,0.0,Hungary,Europe
25340,2021-07-29,29,7,2021,60.0,0.0,Slovakia,Europe
2391,2021-07-29,29,7,2021,231.0,2.0,Bulgaria,Europe
20575,2021-07-29,29,7,2021,4452.0,3.0,Netherlands,Europe
10056,2021-07-29,29,7,2021,2638.0,10.0,Germany,Europe
451,2021-07-29,29,7,2021,532.0,2.0,Austria,Europe
16696,2021-07-29,29,7,2021,0.0,0.0,Liechtenstein,Europe
18640,2021-07-29,29,7,2021,54.0,0.0,Luxembourg,Europe
24394,2021-07-29,29,7,2021,170.0,1.0,Romania,Europe
9050,2021-07-29,29,7,2021,25190.0,28.0,France,Europe
14752,2021-07-29,29,7,2021,6167.0,19.0,Italy,Europe
17644,2021-07-29,29,7,2021,375.0,1.0,Lithuania,Europe
12951,2021-07-29,29,7,2021,125.0,0.0,Iceland,Europe
11047,2021-07-29,29,7,2021,2694.0,0.0,Greece,Europe
12020,2021-07-30,30,7,2021,64.0,1.0,Hungary,Europe
10055,2021-07-30,30,7,2021,2530.0,14.0,Germany,Europe
14751,2021-07-30,30,7,2021,6613.0,18.0,Italy,Europe
18639,2021-07-30,30,7,2021,65.0,0.0,Luxembourg,Europe
23452,2021-07-30,30,7,2021,2706.0,17.0,Portugal,Europe
28186,2021-07-30,30,7,2021,685.0,1.0,Sweden,Europe
22525,2021-07-30,30,7,2021,156.0,2.0,Poland,Europe
4158,2021-07-30,30,7,2021,635.0,3.0,Cyprus,Europe
2390,2021-07-30,30,7,2021,346.0,3.0,Bulgaria,Europe
13783,2021-07-30,30,7,2021,1501.0,0.0,Ireland,Europe
11046,2021-07-30,30,7,2021,2843.0,0.0,Greece,Europe
17643,2021-07-30,30,7,2021,378.0,1.0,Lithuania,Europe
19614,2021-07-30,30,7,2021,111.0,0.0,Malta,Europe
12950,2021-07-30,30,7,2021,158.0,0.0,Iceland,Europe
21544,2021-07-30,30,7,2021,354.0,0.0,Norway,Europe
26302,2021-07-30,30,7,2021,135.0,0.0,Slovenia,Europe
6081,2021-07-30,30,7,2021,1085.0,0.0,Denmark,Europe
25339,2021-07-30,30,7,2021,86.0,4.0,Slovakia,Europe
8021,2021-07-30,30,7,2021,696.0,0.0,Finland,Europe
5119,2021-07-30,30,7,2021,141.0,0.0,Czechia,Europe
15726,2021-07-30,30,7,2021,82.0,2.0,Latvia,Europe
9049,2021-07-30,30,7,2021,24309.0,63.0,France,Europe
3352,2021-07-30,30,7,2021,170.0,4.0,Croatia,Europe
1422,2021-07-30,30,7,2021,1797.0,7.0,Belgium,Europe
450,2021-07-30,30,7,2021,543.0,3.0,Austria,Europe
16695,2021-07-30,30,7,2021,0.0,,Liechtenstein,Europe
27170,2021-07-30,30,7,2021,20474.0,99.0,Spain,Europe
24393,2021-07-30,30,7,2021,153.0,3.0,Romania,Europe
7053,2021-07-30,30,7,2021,247.0,1.0,Estonia,Europe
20574,2021-07-30,30,7,2021,3432.0,6.0,Netherlands,Europe
15725,2021-07-31,31,7,2021,64.0,0.0,Latvia,Europe
21543,2021-07-31,31,7,2021,250.0,0.0,Norway,Europe
17642,2021-07-31,31,7,2021,229.0,2.0,Lithuania,Europe
23451,2021-07-31,31,7,2021,2105.0,9.0,Portugal,Europe
9048,2021-07-31,31,7,2021,23471.0,43.0,France,Europe
22524,2021-07-31,31,7,2021,153.0,2.0,Poland,Europe
2389,2021-07-31,31,7,2021,182.0,3.0,Bulgaria,Europe
4157,2021-07-31,31,7,2021,527.0,3.0,Cyprus,Europe
27169,2021-07-31,31,7,2021,15875.0,88.0,Spain,Europe
3351,2021-07-31,31,7,2021,218.0,5.0,Croatia,Europe
13782,2021-07-31,31,7,2021,1427.0,0.0,Ireland,Europe
6080,2021-07-31,31,7,2021,739.0,1.0,Denmark,Europe
26301,2021-07-31,31,7,2021,58.0,1.0,Slovenia,Europe
25338,2021-07-31,31,7,2021,68.0,0.0,Slovakia,Europe
28185,2021-07-31,31,7,2021,4.0,0.0,Sweden,Europe
16694,2021-07-31,31,7,2021,0.0,,Liechtenstein,Europe
24392,2021-07-31,31,7,2021,156.0,3.0,Romania,Europe
20573,2021-07-31,31,7,2021,2941.0,6.0,Netherlands,Europe
12019,2021-07-31,31,7,2021,0.0,0.0,Hungary,Europe
7052,2021-07-31,31,7,2021,127.0,0.0,Estonia,Europe
18638,2021-07-31,31,7,2021,50.0,0.0,Luxembourg,Europe
19613,2021-07-31,31,7,2021,94.0,0.0,Malta,Europe
1421,2021-07-31,31,7,2021,1186.0,3.0,Belgium,Europe
8020,2021-07-31,31,7,2021,406.0,1.0,Finland,Europe
449,2021-07-31,31,7,2021,420.0,4.0,Austria,Europe
12949,2021-07-31,31,7,2021,92.0,0.0,Iceland,Europe
11045,2021-07-31,31,7,2021,2752.0,0.0,Greece,Europe
14750,2021-07-31,31,7,2021,6509.0,16.0,Italy,Europe
10054,2021-07-31,31,7,2021,1964.0,9.0,Germany,Europe
5118,2021-07-31,31,7,2021,117.0,2.0,Czechia,Europe
11249,2021-08-01,8,1,2021,717.0,0.0,Greece,Europe
28389,2021-08-01,8,1,2021,5690.0,99.0,Sweden,Europe
13986,2021-08-01,8,1,2021,8227.0,20.0,Ireland,Europe
9252,2021-08-01,8,1,2021,19814.0,590.0,France,Europe
12223,2021-08-01,8,1,2021,2907.0,115.0,Hungary,Europe
22728,2021-08-01,8,1,2021,8763.0,333.0,Poland,Europe
23655,2021-08-01,8,1,2021,8866.0,112.0,Portugal,Europe
5322,2021-08-01,8,1,2021,13205.0,197.0,Czechia,Europe
653,2021-08-01,8,1,2021,2285.0,52.0,Austria,Europe
14954,2021-08-01,8,1,2021,17529.0,620.0,Italy,Europe
18842,2021-08-01,8,1,2021,136.0,3.0,Luxembourg,Europe
25542,2021-08-01,8,1,2021,8003.0,48.0,Slovakia,Europe
15929,2021-08-01,8,1,2021,1237.0,11.0,Latvia,Europe
21747,2021-08-01,8,1,2021,651.0,4.0,Norway,Europe
1625,2021-08-01,8,1,2021,1935.0,50.0,Belgium,Europe
13038,2021-08-01,8,1,2021,13.0,0.0,Iceland,Europe
4361,2021-08-01,8,1,2021,466.0,1.0,Cyprus,Europe
19817,2021-08-01,8,1,2021,191.0,2.0,Malta,Europe
26505,2021-08-01,8,1,2021,1862.0,25.0,Slovenia,Europe
2593,2021-08-01,8,1,2021,753.0,56.0,Bulgaria,Europe
20777,2021-08-01,8,1,2021,8111.0,92.0,Netherlands,Europe
8224,2021-08-01,8,1,2021,253.0,4.0,Finland,Europe
7256,2021-08-01,8,1,2021,553.0,5.0,Estonia,Europe
16898,2021-08-01,8,1,2021,18.0,1.0,Liechtenstein,Europe
6284,2021-08-01,8,1,2021,1660.0,26.0,Denmark,Europe
3555,2021-08-01,8,1,2021,1098.0,38.0,Croatia,Europe
27373,2021-08-01,8,1,2021,33771.0,245.0,Spain,Europe
10258,2021-08-01,8,1,2021,24529.0,930.0,Germany,Europe
24596,2021-08-01,8,1,2021,4841.0,96.0,Romania,Europe
17846,2021-08-01,8,1,2021,1704.0,43.0,Lithuania,Europe
19786,2021-08-02,8,2,2021,137.0,0.0,Malta,Europe
5291,2021-08-02,8,2,2021,7843.0,139.0,Czechia,Europe
11218,2021-08-02,8,2,2021,629.0,0.0,Greece,Europe
1594,2021-08-02,8,2,2021,2541.0,37.0,Belgium,Europe
7225,2021-08-02,8,2,2021,542.0,7.0,Estonia,Europe
21716,2021-08-02,8,2,2021,301.0,0.0,Norway,Europe
26474,2021-08-02,8,2,2021,338.0,12.0,Slovenia,Europe
22697,2021-08-02,8,2,2021,2431.0,45.0,Poland,Europe
16867,2021-08-02,8,2,2021,1.0,0.0,Liechtenstein,Europe
2562,2021-08-02,8,2,2021,1115.0,20.0,Bulgaria,Europe
28358,2021-08-02,8,2,2021,1505.0,39.0,Sweden,Europe
15898,2021-08-02,8,2,2021,288.0,8.0,Latvia,Europe
14923,2021-08-02,8,2,2021,7969.0,307.0,Italy,Europe
622,2021-08-02,8,2,2021,1222.0,37.0,Austria,Europe
8193,2021-08-02,8,2,2021,460.0,5.0,Finland,Europe
17815,2021-08-02,8,2,2021,478.0,16.0,Lithuania,Europe
27342,2021-08-02,8,2,2021,12543.0,413.0,Spain,Europe
6253,2021-08-02,8,2,2021,430.0,14.0,Denmark,Europe
23624,2021-08-02,8,2,2021,4012.0,195.0,Portugal,Europe
4330,2021-08-02,8,2,2021,105.0,2.0,Cyprus,Europe
10227,2021-08-02,8,2,2021,4184.0,241.0,Germany,Europe
13955,2021-08-02,8,2,2021,829.0,1.0,Ireland,Europe
18811,2021-08-02,8,2,2021,141.0,1.0,Luxembourg,Europe
12192,2021-08-02,8,2,2021,1160.0,65.0,Hungary,Europe
20746,2021-08-02,8,2,2021,2257.0,30.0,Netherlands,Europe
25511,2021-08-02,8,2,2021,5355.0,111.0,Slovakia,Europe
3524,2021-08-02,8,2,2021,71.0,29.0,Croatia,Europe
13025,2021-08-02,8,2,2021,5.0,0.0,Iceland,Europe
24565,2021-08-02,8,2,2021,1319.0,80.0,Romania,Europe
9221,2021-08-02,8,2,2021,4317.0,458.0,France,Europe
21688,2021-08-03,8,3,2021,846.0,0.0,Norway,Europe
24537,2021-08-03,8,3,2021,2280.0,63.0,Romania,Europe
11190,2021-08-03,8,3,2021,1161.0,0.0,Greece,Europe
7197,2021-08-03,8,3,2021,1305.0,2.0,Estonia,Europe
9193,2021-08-03,8,3,2021,5327.0,359.0,France,Europe
26446,2021-08-03,8,3,2021,743.0,6.0,Slovenia,Europe
3496,2021-08-03,8,3,2021,94.0,19.0,Croatia,Europe
25483,2021-08-03,8,3,2021,4818.0,116.0,Slovakia,Europe
6225,2021-08-03,8,3,2021,425.0,0.0,Denmark,Europe
23596,2021-08-03,8,3,2021,3044.0,32.0,Portugal,Europe
19758,2021-08-03,8,3,2021,201.0,0.0,Malta,Europe
18783,2021-08-03,8,3,2021,144.0,4.0,Luxembourg,Europe
15870,2021-08-03,8,3,2021,194.0,4.0,Latvia,Europe
16839,2021-08-03,8,3,2021,2.0,1.0,Liechtenstein,Europe
14895,2021-08-03,8,3,2021,13882.0,318.0,Italy,Europe
594,2021-08-03,8,3,2021,2504.0,24.0,Austria,Europe
4302,2021-08-03,8,3,2021,352.0,0.0,Cyprus,Europe
13016,2021-08-03,8,3,2021,3.0,0.0,Iceland,Europe
1566,2021-08-03,8,3,2021,3685.0,36.0,Belgium,Europe
13927,2021-08-03,8,3,2021,432.0,0.0,Ireland,Europe
10199,2021-08-03,8,3,2021,4846.0,135.0,Germany,Europe
17787,2021-08-03,8,3,2021,438.0,6.0,Lithuania,Europe
2534,2021-08-03,8,3,2021,2995.0,21.0,Bulgaria,Europe
12164,2021-08-03,8,3,2021,2696.0,115.0,Hungary,Europe
5263,2021-08-03,8,3,2021,10709.0,236.0,Czechia,Europe
20718,2021-08-03,8,3,2021,3883.0,36.0,Netherlands,Europe
28330,2021-08-03,8,3,2021,1982.0,24.0,Sweden,Europe
8165,2021-08-03,8,3,2021,834.0,9.0,Finland,Europe
27314,2021-08-03,8,3,2021,5271.0,122.0,Spain,Europe
22669,2021-08-03,8,3,2021,6169.0,32.0,Poland,Europe
8134,2021-08-04,8,4,2021,407.0,2.0,Finland,Europe
14864,2021-08-04,8,4,2021,17209.0,487.0,Italy,Europe
563,2021-08-04,8,4,2021,2483.0,36.0,Austria,Europe
15839,2021-08-04,8,4,2021,740.0,17.0,Latvia,Europe
9162,2021-08-04,8,4,2021,84999.0,343.0,France,Europe
27283,2021-08-04,8,4,2021,8504.0,82.0,Spain,Europe
5232,2021-08-04,8,4,2021,5313.0,122.0,Czechia,Europe
13003,2021-08-04,8,4,2021,2.0,0.0,Iceland,Europe
25452,2021-08-04,8,4,2021,1729.0,89.0,Slovakia,Europe
7166,2021-08-04,8,4,2021,682.0,18.0,Estonia,Europe
1535,2021-08-04,8,4,2021,4466.0,43.0,Belgium,Europe
4271,2021-08-04,8,4,2021,622.0,3.0,Cyprus,Europe
20687,2021-08-04,8,4,2021,7760.0,21.0,Netherlands,Europe
12133,2021-08-04,8,4,2021,4814.0,272.0,Hungary,Europe
2503,2021-08-04,8,4,2021,2957.0,116.0,Bulgaria,Europe
23565,2021-08-04,8,4,2021,800.0,5.0,Portugal,Europe
26415,2021-08-04,8,4,2021,1284.0,5.0,Slovenia,Europe
3465,2021-08-04,8,4,2021,3217.0,36.0,Croatia,Europe
24506,2021-08-04,8,4,2021,4989.0,172.0,Romania,Europe
19727,2021-08-04,8,4,2021,55.0,1.0,Malta,Europe
16808,2021-08-04,8,4,2021,8.0,0.0,Liechtenstein,Europe
10168,2021-08-04,8,4,2021,25773.0,280.0,Germany,Europe
28299,2021-08-04,8,4,2021,7760.0,22.0,Sweden,Europe
22638,2021-08-04,8,4,2021,27890.0,956.0,Poland,Europe
17756,2021-08-04,8,4,2021,1182.0,17.0,Lithuania,Europe
18752,2021-08-04,8,4,2021,286.0,1.0,Luxembourg,Europe
11159,2021-08-04,8,4,2021,3215.0,0.0,Greece,Europe
21657,2021-08-04,8,4,2021,770.0,1.0,Norway,Europe
13896,2021-08-04,8,4,2021,398.0,5.0,Ireland,Europe
6194,2021-08-04,8,4,2021,717.0,2.0,Denmark,Europe
25422,2021-08-05,8,5,2021,352.0,29.0,Slovakia,Europe
7136,2021-08-05,8,5,2021,157.0,6.0,Estonia,Europe
4241,2021-08-05,8,5,2021,397.0,2.0,Cyprus,Europe
3435,2021-08-05,8,5,2021,1342.0,36.0,Croatia,Europe
10138,2021-08-05,8,5,2021,12035.0,96.0,Germany,Europe
8104,2021-08-05,8,5,2021,134.0,0.0,Finland,Europe
16778,2021-08-05,8,5,2021,3.0,,Liechtenstein,Europe
13866,2021-08-05,8,5,2021,399.0,1.0,Ireland,Europe
19697,2021-08-05,8,5,2021,6.0,0.0,Malta,Europe
17726,2021-08-05,8,5,2021,1014.0,10.0,Lithuania,Europe
11129,2021-08-05,8,5,2021,2461.0,0.0,Greece,Europe
533,2021-08-05,8,5,2021,1053.0,15.0,Austria,Europe
18722,2021-08-05,8,5,2021,111.0,0.0,Luxembourg,Europe
23535,2021-08-05,8,5,2021,323.0,1.0,Portugal,Europe
20657,2021-08-05,8,5,2021,7424.0,27.0,Netherlands,Europe
5202,2021-08-05,8,5,2021,732.0,32.0,Czechia,Europe
21627,2021-08-05,8,5,2021,352.0,0.0,Norway,Europe
9132,2021-08-05,8,5,2021,20745.0,176.0,France,Europe
28269,2021-08-05,8,5,2021,4476.0,19.0,Sweden,Europe
6164,2021-08-05,8,5,2021,677.0,0.0,Denmark,Europe
26385,2021-08-05,8,5,2021,291.0,1.0,Slovenia,Europe
12103,2021-08-05,8,5,2021,1376.0,101.0,Hungary,Europe
14834,2021-08-05,8,5,2021,10174.0,224.0,Italy,Europe
2473,2021-08-05,8,5,2021,466.0,86.0,Bulgaria,Europe
24476,2021-08-05,8,5,2021,1305.0,104.0,Romania,Europe
22608,2021-08-05,8,5,2021,4771.0,421.0,Poland,Europe
15809,2021-08-05,8,5,2021,786.0,11.0,Latvia,Europe
1505,2021-08-05,8,5,2021,1714.0,42.0,Belgium,Europe
27253,2021-08-05,8,5,2021,4460.0,54.0,Spain,Europe
11098,2021-08-06,8,6,2021,1368.0,0.0,Greece,Europe
25391,2021-08-06,8,6,2021,241.0,7.0,Slovakia,Europe
8073,2021-08-06,8,6,2021,101.0,1.0,Finland,Europe
4210,2021-08-06,8,6,2021,60.0,1.0,Cyprus,Europe
26354,2021-08-06,8,6,2021,254.0,1.0,Slovenia,Europe
16747,2021-08-06,8,6,2021,0.0,0.0,Liechtenstein,Europe
9101,2021-08-06,8,6,2021,6018.0,75.0,France,Europe
12974,2021-08-06,8,6,2021,4.0,0.0,Iceland,Europe
5171,2021-08-06,8,6,2021,388.0,6.0,Czechia,Europe
13835,2021-08-06,8,6,2021,271.0,0.0,Ireland,Europe
20626,2021-08-06,8,6,2021,1436.0,13.0,Netherlands,Europe
28238,2021-08-06,8,6,2021,1183.0,4.0,Sweden,Europe
23504,2021-08-06,8,6,2021,882.0,0.0,Portugal,Europe
15778,2021-08-06,8,6,2021,256.0,10.0,Latvia,Europe
14803,2021-08-06,8,6,2021,1894.0,102.0,Italy,Europe
1474,2021-08-06,8,6,2021,1041.0,13.0,Belgium,Europe
22577,2021-08-06,8,6,2021,401.0,95.0,Poland,Europe
6133,2021-08-06,8,6,2021,377.0,0.0,Denmark,Europe
12072,2021-08-06,8,6,2021,117.0,17.0,Hungary,Europe
24445,2021-08-06,8,6,2021,202.0,277.0,Romania,Europe
502,2021-08-06,8,6,2021,356.0,4.0,Austria,Europe
19666,2021-08-06,8,6,2021,1.0,0.0,Malta,Europe
2442,2021-08-06,8,6,2021,178.0,34.0,Bulgaria,Europe
17695,2021-08-06,8,6,2021,239.0,5.0,Lithuania,Europe
3404,2021-08-06,8,6,2021,178.0,5.0,Croatia,Europe
27222,2021-08-06,8,6,2021,3661.0,30.0,Spain,Europe
18691,2021-08-06,8,6,2021,52.0,0.0,Luxembourg,Europe
10107,2021-08-06,8,6,2021,3537.0,12.0,Germany,Europe
21596,2021-08-06,8,6,2021,213.0,1.0,Norway,Europe
7105,2021-08-06,8,6,2021,68.0,1.0,Estonia,Europe
23474,2021-08-07,8,7,2021,3278.0,6.0,Portugal,Europe
1444,2021-08-07,8,7,2021,1227.0,2.0,Belgium,Europe
9071,2021-08-07,8,7,2021,4442.0,25.0,France,Europe
7075,2021-08-07,8,7,2021,39.0,0.0,Estonia,Europe
15748,2021-08-07,8,7,2021,50.0,1.0,Latvia,Europe
21566,2021-08-07,8,7,2021,183.0,0.0,Norway,Europe
4180,2021-08-07,8,7,2021,993.0,0.0,Cyprus,Europe
3374,2021-08-07,8,7,2021,110.0,2.0,Croatia,Europe
11068,2021-08-07,8,7,2021,2061.0,0.0,Greece,Europe
19636,2021-08-07,8,7,2021,55.0,0.0,Malta,Europe
18661,2021-08-07,8,7,2021,131.0,0.0,Luxembourg,Europe
20596,2021-08-07,8,7,2021,5392.0,2.0,Netherlands,Europe
