,dateRep,day,month,year,cases,deaths,country,continent
14249,2020-04-20,20,4,2020,401.0,77.0,Ireland,Europe
25805,2020-04-20,20,4,2020,26.0,1.0,Slovakia,Europe
5585,2020-04-20,20,4,2020,154.0,7.0,Czechia,Europe
23918,2020-04-20,20,4,2020,616.0,28.0,Portugal,Europe
15217,2020-04-20,20,4,2020,2256.0,454.0,Italy,Europe
11512,2020-04-20,20,4,2020,10.0,0.0,Greece,Europe
28652,2020-04-20,20,4,2020,461.0,85.0,Sweden,Europe
12486,2020-04-20,20,4,2020,68.0,10.0,Hungary,Europe
13286,2020-04-20,20,4,2020,11.0,0.0,Iceland,Europe
16192,2020-04-20,20,4,2020,12.0,0.0,Latvia,Europe
24859,2020-04-20,20,4,2020,190.0,27.0,Romania,Europe
17141,2020-04-20,20,4,2020,0.0,0.0,Liechtenstein,Europe
10521,2020-04-20,20,4,2020,1711.0,150.0,Germany,Europe
3818,2020-04-20,20,4,2020,10.0,0.0,Croatia,Europe
16191,2020-04-21,21,4,2020,9.0,3.0,Latvia,Europe
8486,2020-04-21,21,4,2020,112.0,4.0,Finland,Europe
20079,2020-04-21,21,4,2020,12.0,0.0,Malta,Europe
27635,2020-04-21,21,4,2020,1319.0,427.0,Spain,Europe
6546,2020-04-21,21,4,2020,0.0,12.0,Denmark,Europe
23917,2020-04-21,21,4,2020,514.0,24.0,Portugal,Europe
22009,2020-04-21,21,4,2020,78.0,0.0,Norway,Europe
15216,2020-04-21,21,4,2020,2729.0,534.0,Italy,Europe
21039,2020-04-21,21,4,2020,716.0,162.0,Netherlands,Europe
7518,2020-04-21,21,4,2020,7.0,1.0,Estonia,Europe
13285,2020-04-21,21,4,2020,2.0,1.0,Iceland,Europe
17140,2020-04-21,21,4,2020,0.0,0.0,Liechtenstein,Europe
10520,2020-04-21,21,4,2020,2185.0,141.0,Germany,Europe
4623,2020-04-21,21,4,2020,12.0,0.0,Cyprus,Europe
24858,2020-04-21,21,4,2020,306.0,20.0,Romania,Europe
28651,2020-04-21,21,4,2020,707.0,62.0,Sweden,Europe
22990,2020-04-21,21,4,2020,263.0,21.0,Poland,Europe
19104,2020-04-21,21,4,2020,24.0,2.0,Luxembourg,Europe
12485,2020-04-21,21,4,2020,114.0,14.0,Hungary,Europe
915,2020-04-21,21,4,2020,70.0,17.0,Austria,Europe
1887,2020-04-21,21,4,2020,1270.0,192.0,Belgium,Europe
5584,2020-04-21,21,4,2020,133.0,8.0,Czechia,Europe
9514,2020-04-21,21,4,2020,2667.0,531.0,France,Europe
18108,2020-04-21,21,4,2020,22.0,1.0,Lithuania,Europe
26767,2020-04-21,21,4,2020,9.0,0.0,Slovenia,Europe
2855,2020-04-21,21,4,2020,49.0,2.0,Bulgaria,Europe
14248,2020-04-21,21,4,2020,388.0,43.0,Ireland,Europe
3817,2020-04-21,21,4,2020,27.0,1.0,Croatia,Europe
11511,2020-04-21,21,4,2020,156.0,0.0,Greece,Europe
25804,2020-04-21,21,4,2020,45.0,0.0,Slovakia,Europe
20078,2020-04-22,22,4,2020,1.0,0.0,Malta,Europe
15215,2020-04-22,22,4,2020,3370.0,437.0,Italy,Europe
1886,2020-04-22,22,4,2020,777.0,181.0,Belgium,Europe
21038,2020-04-22,22,4,2020,708.0,141.0,Netherlands,Europe
25803,2020-04-22,22,4,2020,81.0,1.0,Slovakia,Europe
2854,2020-04-22,22,4,2020,66.0,4.0,Bulgaria,Europe
27634,2020-04-22,22,4,2020,1472.0,344.0,Spain,Europe
10519,2020-04-22,22,4,2020,2487.0,125.0,Germany,Europe
24857,2020-04-22,22,4,2020,468.0,26.0,Romania,Europe
13284,2020-04-22,22,4,2020,5.0,0.0,Iceland,Europe
23916,2020-04-22,22,4,2020,503.0,37.0,Portugal,Europe
5583,2020-04-22,22,4,2020,99.0,2.0,Czechia,Europe
3816,2020-04-22,22,4,2020,42.0,0.0,Croatia,Europe
28650,2020-04-22,22,4,2020,723.0,77.0,Sweden,Europe
22989,2020-04-22,22,4,2020,313.0,25.0,Poland,Europe
14247,2020-04-22,22,4,2020,631.0,39.0,Ireland,Europe
26766,2020-04-22,22,4,2020,13.0,2.0,Slovenia,Europe
4622,2020-04-22,22,4,2020,6.0,1.0,Cyprus,Europe
8485,2020-04-22,22,4,2020,124.0,6.0,Finland,Europe
22008,2020-04-22,22,4,2020,77.0,9.0,Norway,Europe
12484,2020-04-22,22,4,2020,70.0,12.0,Hungary,Europe
19103,2020-04-22,22,4,2020,9.0,1.0,Luxembourg,Europe
11510,2020-04-22,22,4,2020,7.0,0.0,Greece,Europe
17139,2020-04-22,22,4,2020,0.0,0.0,Liechtenstein,Europe
18107,2020-04-22,22,4,2020,18.0,0.0,Lithuania,Europe
6545,2020-04-22,22,4,2020,0.0,14.0,Denmark,Europe
9513,2020-04-22,22,4,2020,1827.0,541.0,France,Europe
7517,2020-04-22,22,4,2020,33.0,0.0,Estonia,Europe
16190,2020-04-22,22,4,2020,13.0,0.0,Latvia,Europe
914,2020-04-22,22,4,2020,70.0,12.0,Austria,Europe
12483,2020-04-23,23,4,2020,116.0,14.0,Hungary,Europe
27633,2020-04-23,23,4,2020,1184.0,331.0,Spain,Europe
4621,2020-04-23,23,4,2020,5.0,0.0,Cyprus,Europe
1885,2020-04-23,23,4,2020,976.0,156.0,Belgium,Europe
10518,2020-04-23,23,4,2020,2093.0,117.0,Germany,Europe
16189,2020-04-23,23,4,2020,17.0,0.0,Latvia,Europe
17138,2020-04-23,23,4,2020,0.0,0.0,Liechtenstein,Europe
26765,2020-04-23,23,4,2020,7.0,0.0,Slovenia,Europe
22988,2020-04-23,23,4,2020,342.0,28.0,Poland,Europe
25802,2020-04-23,23,4,2020,35.0,2.0,Slovakia,Europe
913,2020-04-23,23,4,2020,60.0,7.0,Austria,Europe
14246,2020-04-23,23,4,2020,936.0,25.0,Ireland,Europe
18106,2020-04-23,23,4,2020,16.0,1.0,Lithuania,Europe
15214,2020-04-23,23,4,2020,2646.0,464.0,Italy,Europe
11509,2020-04-23,23,4,2020,55.0,0.0,Greece,Europe
28649,2020-04-23,23,4,2020,758.0,86.0,Sweden,Europe
2853,2020-04-23,23,4,2020,90.0,3.0,Bulgaria,Europe
21037,2020-04-23,23,4,2020,874.0,129.0,Netherlands,Europe
13283,2020-04-23,23,4,2020,7.0,0.0,Iceland,Europe
9512,2020-04-23,23,4,2020,1653.0,516.0,France,Europe
5582,2020-04-23,23,4,2020,55.0,6.0,Czechia,Europe
24856,2020-04-23,23,4,2020,386.0,21.0,Romania,Europe
3815,2020-04-23,23,4,2020,31.0,2.0,Croatia,Europe
7516,2020-04-23,23,4,2020,15.0,2.0,Estonia,Europe
8484,2020-04-23,23,4,2020,116.0,0.0,Finland,Europe
20077,2020-04-23,23,4,2020,1.0,0.0,Malta,Europe
23915,2020-04-23,23,4,2020,563.0,21.0,Portugal,Europe
22007,2020-04-23,23,4,2020,69.0,6.0,Norway,Europe
19102,2020-04-23,23,4,2020,16.0,3.0,Luxembourg,Europe
6544,2020-04-23,23,4,2020,0.0,10.0,Denmark,Europe
25801,2020-04-24,24,4,2020,13.0,0.0,Slovakia,Europe
6543,2020-04-24,24,4,2020,0.0,6.0,Denmark,Europe
18105,2020-04-24,24,4,2020,13.0,1.0,Lithuania,Europe
15213,2020-04-24,24,4,2020,3021.0,420.0,Italy,Europe
12482,2020-04-24,24,4,2020,99.0,11.0,Hungary,Europe
4620,2020-04-24,24,4,2020,9.0,1.0,Cyprus,Europe
26764,2020-04-24,24,4,2020,15.0,1.0,Slovenia,Europe
8483,2020-04-24,24,4,2020,92.0,3.0,Finland,Europe
22006,2020-04-24,24,4,2020,53.0,11.0,Norway,Europe
27632,2020-04-24,24,4,2020,1114.0,330.0,Spain,Europe
2852,2020-04-24,24,4,2020,63.0,2.0,Bulgaria,Europe
5581,2020-04-24,24,4,2020,86.0,6.0,Czechia,Europe
912,2020-04-24,24,4,2020,79.0,6.0,Austria,Europe
14245,2020-04-24,24,4,2020,577.0,35.0,Ireland,Europe
3814,2020-04-24,24,4,2020,28.0,1.0,Croatia,Europe
20076,2020-04-24,24,4,2020,2.0,0.0,Malta,Europe
7515,2020-04-24,24,4,2020,29.0,0.0,Estonia,Europe
28648,2020-04-24,24,4,2020,781.0,89.0,Sweden,Europe
17137,2020-04-24,24,4,2020,1.0,0.0,Liechtenstein,Europe
1884,2020-04-24,24,4,2020,811.0,156.0,Belgium,Europe
16188,2020-04-24,24,4,2020,6.0,1.0,Latvia,Europe
19101,2020-04-24,24,4,2020,17.0,1.0,Luxembourg,Europe
24855,2020-04-24,24,4,2020,321.0,22.0,Romania,Europe
11508,2020-04-24,24,4,2020,27.0,0.0,Greece,Europe
22987,2020-04-24,24,4,2020,381.0,40.0,Poland,Europe
13282,2020-04-24,24,4,2020,4.0,0.0,Iceland,Europe
21036,2020-04-24,24,4,2020,805.0,111.0,Netherlands,Europe
10517,2020-04-24,24,4,2020,1904.0,84.0,Germany,Europe
9511,2020-04-24,24,4,2020,1773.0,389.0,France,Europe
23914,2020-04-24,24,4,2020,474.0,30.0,Portugal,Europe
24854,2020-04-25,25,4,2020,218.0,34.0,Romania,Europe
2851,2020-04-25,25,4,2020,56.0,1.0,Bulgaria,Europe
8482,2020-04-25,25,4,2020,76.0,6.0,Finland,Europe
6542,2020-04-25,25,4,2020,0.0,5.0,Denmark,Europe
13281,2020-04-25,25,4,2020,0.0,0.0,Iceland,Europe
17136,2020-04-25,25,4,2020,0.0,0.0,Liechtenstein,Europe
22005,2020-04-25,25,4,2020,25.0,11.0,Norway,Europe
28647,2020-04-25,25,4,2020,473.0,73.0,Sweden,Europe
3813,2020-04-25,25,4,2020,7.0,3.0,Croatia,Europe
1883,2020-04-25,25,4,2020,388.0,142.0,Belgium,Europe
4619,2020-04-25,25,4,2020,6.0,0.0,Cyprus,Europe
16187,2020-04-25,25,4,2020,20.0,0.0,Latvia,Europe
27631,2020-04-25,25,4,2020,751.0,295.0,Spain,Europe
10516,2020-04-25,25,4,2020,1271.0,80.0,Germany,Europe
26763,2020-04-25,25,4,2020,8.0,2.0,Slovenia,Europe
22986,2020-04-25,25,4,2020,381.0,30.0,Poland,Europe
911,2020-04-25,25,4,2020,62.0,13.0,Austria,Europe
14244,2020-04-25,25,4,2020,377.0,39.0,Ireland,Europe
23913,2020-04-25,25,4,2020,264.0,23.0,Portugal,Europe
21035,2020-04-25,25,4,2020,647.0,120.0,Netherlands,Europe
12481,2020-04-25,25,4,2020,60.0,12.0,Hungary,Europe
18104,2020-04-25,25,4,2020,11.0,2.0,Lithuania,Europe
20075,2020-04-25,25,4,2020,1.0,1.0,Malta,Europe
5580,2020-04-25,25,4,2020,79.0,4.0,Czechia,Europe
15212,2020-04-25,25,4,2020,2357.0,415.0,Italy,Europe
7514,2020-04-25,25,4,2020,9.0,2.0,Estonia,Europe
11507,2020-04-25,25,4,2020,16.0,0.0,Greece,Europe
19100,2020-04-25,25,4,2020,12.0,3.0,Luxembourg,Europe
9510,2020-04-25,25,4,2020,1537.0,369.0,France,Europe
25800,2020-04-25,25,4,2020,6.0,1.0,Slovakia,Europe
12480,2020-04-26,26,4,2020,57.0,10.0,Hungary,Europe
22985,2020-04-26,26,4,2020,344.0,11.0,Poland,Europe
22004,2020-04-26,26,4,2020,37.0,2.0,Norway,Europe
9509,2020-04-26,26,4,2020,461.0,242.0,France,Europe
28646,2020-04-26,26,4,2020,300.0,74.0,Sweden,Europe
18103,2020-04-26,26,4,2020,15.0,1.0,Lithuania,Europe
3812,2020-04-26,26,4,2020,14.0,1.0,Croatia,Europe
2850,2020-04-26,26,4,2020,58.0,1.0,Bulgaria,Europe
14243,2020-04-26,26,4,2020,701.0,219.0,Ireland,Europe
20074,2020-04-26,26,4,2020,0.0,0.0,Malta,Europe
7513,2020-04-26,26,4,2020,4.0,1.0,Estonia,Europe
16186,2020-04-26,26,4,2020,8.0,1.0,Latvia,Europe
1882,2020-04-26,26,4,2020,205.0,152.0,Belgium,Europe
23912,2020-04-26,26,4,2020,262.0,24.0,Portugal,Europe
19099,2020-04-26,26,4,2020,5.0,0.0,Luxembourg,Europe
27630,2020-04-26,26,4,2020,555.0,272.0,Spain,Europe
21034,2020-04-26,26,4,2020,651.0,65.0,Netherlands,Europe
13280,2020-04-26,26,4,2020,1.0,0.0,Iceland,Europe
25799,2020-04-26,26,4,2020,2.0,0.0,Slovakia,Europe
11506,2020-04-26,26,4,2020,11.0,0.0,Greece,Europe
15211,2020-04-26,26,4,2020,2324.0,260.0,Italy,Europe
26762,2020-04-26,26,4,2020,6.0,0.0,Slovenia,Europe
17135,2020-04-26,26,4,2020,0.0,0.0,Liechtenstein,Europe
910,2020-04-26,26,4,2020,35.0,9.0,Austria,Europe
6541,2020-04-26,26,4,2020,0.0,5.0,Denmark,Europe
24853,2020-04-26,26,4,2020,401.0,18.0,Romania,Europe
4618,2020-04-26,26,4,2020,7.0,0.0,Cyprus,Europe
8481,2020-04-26,26,4,2020,73.0,5.0,Finland,Europe
10515,2020-04-26,26,4,2020,704.0,30.0,Germany,Europe
5579,2020-04-26,26,4,2020,52.0,2.0,Czechia,Europe
22984,2020-04-27,27,4,2020,285.0,27.0,Poland,Europe
18102,2020-04-27,27,4,2020,2.0,0.0,Lithuania,Europe
4617,2020-04-27,27,4,2020,5.0,1.0,Cyprus,Europe
20073,2020-04-27,27,4,2020,2.0,0.0,Malta,Europe
25798,2020-04-27,27,4,2020,3.0,2.0,Slovakia,Europe
7512,2020-04-27,27,4,2020,10.0,0.0,Estonia,Europe
11505,2020-04-27,27,4,2020,17.0,0.0,Greece,Europe
15210,2020-04-27,27,4,2020,1739.0,333.0,Italy,Europe
14242,2020-04-27,27,4,2020,386.0,15.0,Ireland,Europe
26761,2020-04-27,27,4,2020,6.0,2.0,Slovenia,Europe
22003,2020-04-27,27,4,2020,71.0,0.0,Norway,Europe
16185,2020-04-27,27,4,2020,6.0,0.0,Latvia,Europe
21033,2020-04-27,27,4,2020,405.0,43.0,Netherlands,Europe
13279,2020-04-27,27,4,2020,2.0,0.0,Iceland,Europe
10514,2020-04-27,27,4,2020,1119.0,76.0,Germany,Europe
6540,2020-04-27,27,4,2020,0.0,9.0,Denmark,Europe
5578,2020-04-27,27,4,2020,41.0,1.0,Czechia,Europe
24852,2020-04-27,27,4,2020,303.0,27.0,Romania,Europe
8480,2020-04-27,27,4,2020,123.0,1.0,Finland,Europe
19098,2020-04-27,27,4,2020,9.0,1.0,Luxembourg,Europe
23911,2020-04-27,27,4,2020,467.0,20.0,Portugal,Europe
2849,2020-04-27,27,4,2020,39.0,2.0,Bulgaria,Europe
28645,2020-04-27,27,4,2020,563.0,74.0,Sweden,Europe
3811,2020-04-27,27,4,2020,9.0,4.0,Croatia,Europe
17134,2020-04-27,27,4,2020,0.0,0.0,Liechtenstein,Europe
27629,2020-04-27,27,4,2020,695.0,258.0,Spain,Europe
9508,2020-04-27,27,4,2020,1195.0,437.0,France,Europe
1881,2020-04-27,27,4,2020,755.0,132.0,Belgium,Europe
12479,2020-04-27,27,4,2020,83.0,8.0,Hungary,Europe
909,2020-04-27,27,4,2020,69.0,6.0,Austria,Europe
3810,2020-04-28,28,4,2020,8.0,4.0,Croatia,Europe
23910,2020-04-28,28,4,2020,451.0,27.0,Portugal,Europe
9507,2020-04-28,28,4,2020,1520.0,244.0,France,Europe
7511,2020-04-28,28,4,2020,9.0,1.0,Estonia,Europe
19097,2020-04-28,28,4,2020,17.0,0.0,Luxembourg,Europe
20072,2020-04-28,28,4,2020,8.0,0.0,Malta,Europe
15209,2020-04-28,28,4,2020,2091.0,382.0,Italy,Europe
27628,2020-04-28,28,4,2020,851.0,259.0,Spain,Europe
1880,2020-04-28,28,4,2020,569.0,113.0,Belgium,Europe
24851,2020-04-28,28,4,2020,277.0,17.0,Romania,Europe
28644,2020-04-28,28,4,2020,742.0,83.0,Sweden,Europe
14241,2020-04-28,28,4,2020,229.0,57.0,Ireland,Europe
13278,2020-04-28,28,4,2020,0.0,0.0,Iceland,Europe
26760,2020-04-28,28,4,2020,9.0,2.0,Slovenia,Europe
22983,2020-04-28,28,4,2020,316.0,34.0,Poland,Europe
18101,2020-04-28,28,4,2020,29.0,0.0,Lithuania,Europe
6539,2020-04-28,28,4,2020,0.0,10.0,Denmark,Europe
2848,2020-04-28,28,4,2020,50.0,0.0,Bulgaria,Europe
16184,2020-04-28,28,4,2020,18.0,2.0,Latvia,Europe
908,2020-04-28,28,4,2020,49.0,14.0,Austria,Europe
25797,2020-04-28,28,4,2020,7.0,1.0,Slovakia,Europe
8479,2020-04-28,28,4,2020,139.0,2.0,Finland,Europe
12478,2020-04-28,28,4,2020,66.0,11.0,Hungary,Europe
17133,2020-04-28,28,4,2020,0.0,0.0,Liechtenstein,Europe
22002,2020-04-28,28,4,2020,50.0,0.0,Norway,Europe
11504,2020-04-28,28,4,2020,32.0,0.0,Greece,Europe
4616,2020-04-28,28,4,2020,15.0,0.0,Cyprus,Europe
10513,2020-04-28,28,4,2020,1465.0,83.0,Germany,Europe
21032,2020-04-28,28,4,2020,193.0,58.0,Netherlands,Europe
5577,2020-04-28,28,4,2020,60.0,4.0,Czechia,Europe
23909,2020-04-29,29,4,2020,424.0,14.0,Portugal,Europe
12477,2020-04-29,29,4,2020,78.0,9.0,Hungary,Europe
27627,2020-04-29,29,4,2020,750.0,236.0,Spain,Europe
25796,2020-04-29,29,4,2020,5.0,2.0,Slovakia,Europe
16183,2020-04-29,29,4,2020,13.0,0.0,Latvia,Europe
907,2020-04-29,29,4,2020,60.0,7.0,Austria,Europe
9506,2020-04-29,29,4,2020,1152.0,549.0,France,Europe
6538,2020-04-29,29,4,2020,0.0,9.0,Denmark,Europe
3809,2020-04-29,29,4,2020,15.0,4.0,Croatia,Europe
2847,2020-04-29,29,4,2020,51.0,6.0,Bulgaria,Europe
28643,2020-04-29,29,4,2020,799.0,83.0,Sweden,Europe
19096,2020-04-29,29,4,2020,10.0,1.0,Luxembourg,Europe
8478,2020-04-29,29,4,2020,108.0,1.0,Finland,Europe
5576,2020-04-29,29,4,2020,75.0,5.0,Czechia,Europe
1879,2020-04-29,29,4,2020,522.0,107.0,Belgium,Europe
13277,2020-04-29,29,4,2020,3.0,0.0,Iceland,Europe
24850,2020-04-29,29,4,2020,362.0,30.0,Romania,Europe
22001,2020-04-29,29,4,2020,39.0,2.0,Norway,Europe
26759,2020-04-29,29,4,2020,11.0,3.0,Slovenia,Europe
21031,2020-04-29,29,4,2020,388.0,136.0,Netherlands,Europe
20071,2020-04-29,29,4,2020,5.0,0.0,Malta,Europe
10512,2020-04-29,29,4,2020,1430.0,58.0,Germany,Europe
11503,2020-04-29,29,4,2020,10.0,0.0,Greece,Europe
17132,2020-04-29,29,4,2020,0.0,0.0,Liechtenstein,Europe
22982,2020-04-29,29,4,2020,422.0,28.0,Poland,Europe
18100,2020-04-29,29,4,2020,19.0,0.0,Lithuania,Europe
15208,2020-04-29,29,4,2020,2086.0,323.0,Italy,Europe
4615,2020-04-29,29,4,2020,6.0,0.0,Cyprus,Europe
7510,2020-04-29,29,4,2020,23.0,0.0,Estonia,Europe
14240,2020-04-29,29,4,2020,376.0,31.0,Ireland,Europe
1878,2020-04-30,30,4,2020,586.0,91.0,Belgium,Europe
22000,2020-04-30,30,4,2020,39.0,7.0,Norway,Europe
20070,2020-04-30,30,4,2020,2.0,0.0,Malta,Europe
17131,2020-04-30,30,4,2020,0.0,0.0,Liechtenstein,Europe
3808,2020-04-30,30,4,2020,14.0,2.0,Croatia,Europe
24849,2020-04-30,30,4,2020,262.0,24.0,Romania,Europe
13276,2020-04-30,30,4,2020,2.0,0.0,Iceland,Europe
21030,2020-04-30,30,4,2020,507.0,82.0,Netherlands,Europe
2846,2020-04-30,30,4,2020,53.0,2.0,Bulgaria,Europe
906,2020-04-30,30,4,2020,54.0,7.0,Austria,Europe
18099,2020-04-30,30,4,2020,6.0,0.0,Lithuania,Europe
11502,2020-04-30,30,4,2020,15.0,0.0,Greece,Europe
22981,2020-04-30,30,4,2020,237.0,20.0,Poland,Europe
6537,2020-04-30,30,4,2020,0.0,9.0,Denmark,Europe
9505,2020-04-30,30,4,2020,1139.0,288.0,France,Europe
8477,2020-04-30,30,4,2020,86.0,4.0,Finland,Europe
10511,2020-04-30,30,4,2020,1460.0,71.0,Germany,Europe
4614,2020-04-30,30,4,2020,7.0,0.0,Cyprus,Europe
5575,2020-04-30,30,4,2020,108.0,8.0,Czechia,Europe
28642,2020-04-30,30,4,2020,636.0,78.0,Sweden,Europe
19095,2020-04-30,30,4,2020,12.0,2.0,Luxembourg,Europe
27626,2020-04-30,30,4,2020,739.0,223.0,Spain,Europe
25795,2020-04-30,30,4,2020,7.0,0.0,Slovakia,Europe
16182,2020-04-30,30,4,2020,9.0,1.0,Latvia,Europe
12476,2020-04-30,30,4,2020,48.0,12.0,Hungary,Europe
7509,2020-04-30,30,4,2020,5.0,1.0,Estonia,Europe
15207,2020-04-30,30,4,2020,1872.0,285.0,Italy,Europe
23908,2020-04-30,30,4,2020,406.0,20.0,Portugal,Europe
14239,2020-04-30,30,4,2020,359.0,42.0,Ireland,Europe
26758,2020-04-30,30,4,2020,5.0,2.0,Slovenia,Europe
27742,2020-05-01,5,1,2020,0.0,0.0,Spain,Europe
8593,2020-05-01,5,1,2020,0.0,0.0,Finland,Europe
27711,2020-05-02,5,2,2020,6.0,0.0,Spain,Europe
10587,2020-05-02,5,2,2020,2.0,0.0,Germany,Europe
18184,2020-05-02,5,2,2020,0.0,0.0,Lithuania,Europe
9590,2020-05-02,5,2,2020,0.0,0.0,France,Europe
8562,2020-05-02,5,2,2020,0.0,0.0,Finland,Europe
5660,2020-05-02,5,2,2020,0.0,0.0,Czechia,Europe
28727,2020-05-02,5,2,2020,0.0,0.0,Sweden,Europe
7565,2020-05-03,5,3,2020,7.0,0.0,Estonia,Europe
12532,2020-05-03,5,3,2020,2.0,0.0,Hungary,Europe
11558,2020-05-03,5,3,2020,22.0,0.0,Greece,Europe
3864,2020-05-03,5,3,2020,1.0,0.0,Croatia,Europe
28698,2020-05-03,5,3,2020,25.0,0.0,Sweden,Europe
23037,2020-05-03,5,3,2020,0.0,0.0,Poland,Europe
23964,2020-05-03,5,3,2020,4.0,0.0,Portugal,Europe
22056,2020-05-03,5,3,2020,33.0,,Norway,Europe
962,2020-05-03,5,3,2020,9.0,0.0,Austria,Europe
16238,2020-05-03,5,3,2020,0.0,0.0,Latvia,Europe
21086,2020-05-03,5,3,2020,17.0,0.0,Netherlands,Europe
17187,2020-05-03,5,3,2020,0.0,0.0,Liechtenstein,Europe
15263,2020-05-03,5,3,2020,769.0,41.0,Italy,Europe
13332,2020-05-03,5,3,2020,10.0,,Iceland,Europe
18155,2020-05-03,5,3,2020,0.0,0.0,Lithuania,Europe
9561,2020-05-03,5,3,2020,138.0,0.0,France,Europe
5631,2020-05-03,5,3,2020,3.0,0.0,Czechia,Europe
26814,2020-05-03,5,3,2020,5.0,,Slovenia,Europe
1934,2020-05-03,5,3,2020,81.0,,Belgium,Europe
6593,2020-05-03,5,3,2020,10.0,0.0,Denmark,Europe
8533,2020-05-03,5,3,2020,1.0,0.0,Finland,Europe
19151,2020-05-03,5,3,2020,1.0,0.0,Luxembourg,Europe
27682,2020-05-03,5,3,2020,1279.0,1.0,Spain,Europe
14295,2020-05-03,5,3,2020,7.0,0.0,Ireland,Europe
10567,2020-05-03,5,3,2020,186.0,1.0,Germany,Europe
28667,2020-05-04,5,4,2020,340.0,85.0,Sweden,Europe
12501,2020-05-04,5,4,2020,55.0,2.0,Hungary,Europe
25820,2020-05-04,5,4,2020,49.0,1.0,Slovakia,Europe
27651,2020-05-04,5,4,2020,3202.0,750.0,Spain,Europe
2871,2020-05-04,5,4,2020,19.0,3.0,Bulgaria,Europe
24874,2020-05-04,5,4,2020,251.0,5.0,Romania,Europe
9530,2020-05-04,5,4,2020,1873.0,518.0,France,Europe
20095,2020-05-04,5,4,2020,14.0,0.0,Malta,Europe
7534,2020-05-04,5,4,2020,11.0,2.0,Estonia,Europe
22025,2020-05-04,5,4,2020,72.0,6.0,Norway,Europe
26783,2020-05-04,5,4,2020,23.0,6.0,Slovenia,Europe
4639,2020-05-04,5,4,2020,20.0,0.0,Cyprus,Europe
10536,2020-05-04,5,4,2020,2536.0,182.0,Germany,Europe
14264,2020-05-04,5,4,2020,390.0,21.0,Ireland,Europe
1903,2020-05-04,5,4,2020,665.0,246.0,Belgium,Europe
21055,2020-05-04,5,4,2020,1099.0,105.0,Netherlands,Europe
23006,2020-05-04,5,4,2020,475.0,15.0,Poland,Europe
5600,2020-05-04,5,4,2020,117.0,8.0,Czechia,Europe
8502,2020-05-04,5,4,2020,122.0,4.0,Finland,Europe
3833,2020-05-04,5,4,2020,56.0,3.0,Croatia,Europe
6562,2020-05-04,5,4,2020,0.0,12.0,Denmark,Europe
11527,2020-05-04,5,4,2020,62.0,0.0,Greece,Europe
19120,2020-05-04,5,4,2020,31.0,2.0,Luxembourg,Europe
18124,2020-05-04,5,4,2020,31.0,2.0,Lithuania,Europe
15232,2020-05-04,5,4,2020,4316.0,525.0,Italy,Europe
16207,2020-05-04,5,4,2020,24.0,0.0,Latvia,Europe
23933,2020-05-04,5,4,2020,490.0,26.0,Portugal,Europe
17156,2020-05-04,5,4,2020,0.0,0.0,Liechtenstein,Europe
931,2020-05-04,5,4,2020,183.0,20.0,Austria,Europe
13301,2020-05-04,5,4,2020,53.0,0.0,Iceland,Europe
16177,2020-05-05,5,5,2020,0.0,0.0,Latvia,Europe
10506,2020-05-05,5,5,2020,1092.0,45.0,Germany,Europe
9500,2020-05-05,5,5,2020,1104.0,330.0,France,Europe
12471,2020-05-05,5,5,2020,30.0,12.0,Hungary,Europe
11497,2020-05-05,5,5,2020,10.0,0.0,Greece,Europe
2841,2020-05-05,5,5,2020,69.0,0.0,Bulgaria,Europe
5570,2020-05-05,5,5,2020,77.0,3.0,Czechia,Europe
25790,2020-05-05,5,5,2020,8.0,0.0,Slovakia,Europe
15202,2020-05-05,5,5,2020,1075.0,236.0,Italy,Europe
8472,2020-05-05,5,5,2020,125.0,4.0,Finland,Europe
21025,2020-05-05,5,5,2020,319.0,82.0,Netherlands,Europe
6532,2020-05-05,5,5,2020,0.0,3.0,Denmark,Europe
20065,2020-05-05,5,5,2020,2.0,1.0,Malta,Europe
19090,2020-05-05,5,5,2020,8.0,1.0,Luxembourg,Europe
24844,2020-05-05,5,5,2020,325.0,23.0,Romania,Europe
21995,2020-05-05,5,5,2020,44.0,0.0,Norway,Europe
22976,2020-05-05,5,5,2020,425.0,18.0,Poland,Europe
23903,2020-05-05,5,5,2020,406.0,15.0,Portugal,Europe
13271,2020-05-05,5,5,2020,0.0,0.0,Iceland,Europe
18094,2020-05-05,5,5,2020,7.0,1.0,Lithuania,Europe
1873,2020-05-05,5,5,2020,546.0,84.0,Belgium,Europe
901,2020-05-05,5,5,2020,54.0,3.0,Austria,Europe
17126,2020-05-05,5,5,2020,0.0,0.0,Liechtenstein,Europe
4609,2020-05-05,5,5,2020,4.0,0.0,Cyprus,Europe
3803,2020-05-05,5,5,2020,11.0,3.0,Croatia,Europe
27621,2020-05-05,5,5,2020,300.0,183.0,Spain,Europe
26753,2020-05-05,5,5,2020,3.0,1.0,Slovenia,Europe
14234,2020-05-05,5,5,2020,211.0,20.0,Ireland,Europe
7504,2020-05-05,5,5,2020,2.0,0.0,Estonia,Europe
28637,2020-05-05,5,5,2020,657.0,72.0,Sweden,Europe
6501,2020-05-06,5,6,2020,64.0,2.0,Denmark,Europe
16146,2020-05-06,5,6,2020,3.0,0.0,Latvia,Europe
27590,2020-05-06,5,6,2020,478.0,24.0,Spain,Europe
